"csdspcode","name","p.code","p.value","depth.zone"
2222,"Rutiderma judayi","P450",10.8896961,"shallow"
2559,"Rutiderma chessi","P450",-15.19649703,"deep"
2559,"Rutiderma chessi","P450",6.492889287,"mid"
2559,"Rutiderma chessi","P450",10.8896961,"shallow"
943,"Sabellides manriquei","P451",NA,"deep"
943,"Sabellides manriquei","P451",-34.57854094,"mid"
943,"Sabellides manriquei","P451",-15.24105742,"shallow"
839,"Samytha californiensis","P452",2.674033039,"deep"
839,"Samytha californiensis","P452",-5.733169312,"mid"
839,"Samytha californiensis","P452",NA,"shallow"
630,"Saxicavella nybakkeni","P453",23.92716919,"deep"
630,"Saxicavella nybakkeni","P453",12.28777232,"mid"
630,"Saxicavella nybakkeni","P453",35.80478603,"shallow"
627,"Saxicavella pacifica","P454",59.5369282,"deep"
627,"Saxicavella pacifica","P454",23.69170835,"mid"
627,"Saxicavella pacifica","P454",54.81908851,"shallow"
2204,"Saxidomus nuttalli","P455",NA,"deep"
2204,"Saxidomus nuttalli","P455",NA,"mid"
2204,"Saxidomus nuttalli","P455",51.10137589,"shallow"
293,"Scalibregma californicum","P456",-10.98325845,"deep"
293,"Scalibregma californicum","P456",4.261795211,"mid"
293,"Scalibregma californicum","P456",11.55456535,"shallow"
1270,"Scleroconcha trituberculata","P457",-7.274107317,"deep"
1270,"Scleroconcha trituberculata","P457",NA,"mid"
1270,"Scleroconcha trituberculata","P457",NA,"shallow"
1222,"Scleroplax granulata","P458",NA,"deep"
1222,"Scleroplax granulata","P458",74.45087616,"mid"
1222,"Scleroplax granulata","P458",61.16674581,"shallow"
68,"Scolelepis (Scolelepis) occidentalis","P459",NA,"deep"
68,"Scolelepis (Scolelepis) occidentalis","P459",8.458072075,"mid"
68,"Scolelepis (Scolelepis) occidentalis","P459",NA,"shallow"
150,"Scolelepis (Scolelepis) squamata","P460",NA,"deep"
150,"Scolelepis (Scolelepis) squamata","P460",18.7128376,"mid"
150,"Scolelepis (Scolelepis) squamata","P460",7.686148835,"shallow"
1331,"Scolelepis (Parascolelepis) texana","P460",NA,"deep"
1331,"Scolelepis (Parascolelepis) texana","P460",18.7128376,"mid"
1331,"Scolelepis (Parascolelepis) texana","P460",7.686148835,"shallow"
1693,"Scolelepis (Parascolelepis) tridentata","P460",NA,"deep"
1693,"Scolelepis (Parascolelepis) tridentata","P460",18.7128376,"mid"
1693,"Scolelepis (Parascolelepis) tridentata","P460",7.686148835,"shallow"
2541,"Scolelepis (Parascolelepis) sp SD2","P460",NA,"deep"
2541,"Scolelepis (Parascolelepis) sp SD2","P460",18.7128376,"mid"
2541,"Scolelepis (Parascolelepis) sp SD2","P460",7.686148835,"shallow"
334,"Scoloplos armiger Cmplx","P461",-20.70508025,"deep"
334,"Scoloplos armiger Cmplx","P461",-9.159330733,"mid"
334,"Scoloplos armiger Cmplx","P461",-1.534809635,"shallow"
474,"Heteroserolis carinata","P462",NA,"deep"
474,"Heteroserolis carinata","P462",-6.580560404,"mid"
474,"Heteroserolis carinata","P462",13.53871927,"shallow"
265,"Sigalion spinosus","P463",NA,"deep"
265,"Sigalion spinosus","P463",-12.02379805,"mid"
265,"Sigalion spinosus","P463",-19.61730239,"shallow"
74,"Sigambra tentaculata","P464",34.7928056,"deep"
74,"Sigambra tentaculata","P464",77.74486378,"mid"
74,"Sigambra tentaculata","P464",79.22897814,"shallow"
115,"Sige sp A","P465",18.87748714,"deep"
115,"Sige sp A","P465",23.39286631,"mid"
115,"Sige sp A","P465",19.69289882,"shallow"
669,"Siliqua lucida","P466",NA,"deep"
669,"Siliqua lucida","P466",NA,"mid"
669,"Siliqua lucida","P466",36.80675045,"shallow"
677,"Sinum scopulosum","P467",NA,"deep"
677,"Sinum scopulosum","P467",29.40374454,"mid"
677,"Sinum scopulosum","P467",37.36307782,"shallow"
760,"Polyschides quadrifissatus","P468",-5.356182327,"deep"
760,"Polyschides quadrifissatus","P468",-8.190879292,"mid"
760,"Polyschides quadrifissatus","P468",NA,"shallow"
642,"Solamen columbianum","P469",NA,"deep"
642,"Solamen columbianum","P469",4.945947733,"mid"
642,"Solamen columbianum","P469",22.41365281,"shallow"
1148,"Solariella peramabilis","P470",-58.4148652,"deep"
1148,"Solariella peramabilis","P470",NA,"mid"
1148,"Solariella peramabilis","P470",NA,"shallow"
625,"Solemya pervernicosa","P471",133.3868929,"deep"
625,"Solemya pervernicosa","P471",98.83142409,"mid"
625,"Solemya pervernicosa","P471",91.27496855,"shallow"
721,"Solen sicarius","P472",NA,"deep"
721,"Solen sicarius","P472",27.54546217,"mid"
721,"Solen sicarius","P472",24.667665,"shallow"
1569,"Solen sp","P472",NA,"deep"
1569,"Solen sp","P472",27.54546217,"mid"
1569,"Solen sp","P472",24.667665,"shallow"
2190,"Solen rostriformis","P472",NA,"deep"
2190,"Solen rostriformis","P472",27.54546217,"mid"
2190,"Solen rostriformis","P472",24.667665,"shallow"
1051,"Sosane occidentalis","P473",NA,"deep"
1051,"Sosane occidentalis","P473",-53.00857355,"mid"
1051,"Sosane occidentalis","P473",NA,"shallow"
1842,"Sosanopsis sp A","P473",NA,"deep"
1842,"Sosanopsis sp A","P473",-53.00857355,"mid"
1842,"Sosanopsis sp A","P473",NA,"shallow"
139,"Sphaerosyllis californiensis","P474",NA,"deep"
139,"Sphaerosyllis californiensis","P474",NA,"mid"
139,"Sphaerosyllis californiensis","P474",22.69887436,"shallow"
1584,"Sphaerosyllis ranunculus","P474",NA,"deep"
1584,"Sphaerosyllis ranunculus","P474",NA,"mid"
1584,"Sphaerosyllis ranunculus","P474",22.69887436,"shallow"
1660,"Sphaerosyllis sp","P474",NA,"deep"
1660,"Sphaerosyllis sp","P474",NA,"mid"
1660,"Sphaerosyllis sp","P474",22.69887436,"shallow"
1835,"Sphaerosyllis sp SD2","P474",NA,"deep"
1835,"Sphaerosyllis sp SD2","P474",NA,"mid"
1835,"Sphaerosyllis sp SD2","P474",22.69887436,"shallow"
2014,"Sphaerosyllis bilineata","P474",NA,"deep"
2014,"Sphaerosyllis bilineata","P474",NA,"mid"
2014,"Sphaerosyllis bilineata","P474",22.69887436,"shallow"
107,"Spio maciolekae","P475",-18.32912688,"deep"
107,"Spio maciolekae","P475",-19.95649735,"mid"
107,"Spio maciolekae","P475",4.941708495,"shallow"
1167,"Spio filicornis","P475",-18.32912688,"deep"
1167,"Spio filicornis","P475",-19.95649735,"mid"
1167,"Spio filicornis","P475",4.941708495,"shallow"
1707,"Spio maculata","P475",-18.32912688,"deep"
1707,"Spio maculata","P475",-19.95649735,"mid"
1707,"Spio maculata","P475",4.941708495,"shallow"
2771,"Spio sp","P475",-18.32912688,"deep"
2771,"Spio sp","P475",-19.95649735,"mid"
2771,"Spio sp","P475",4.941708495,"shallow"
212,"Spiochaetopterus costarum Cmplx","P476",16.58774236,"deep"
212,"Spiochaetopterus costarum Cmplx","P476",54.49154006,"mid"
212,"Spiochaetopterus costarum Cmplx","P476",36.41178098,"shallow"
269,"Spiophanes berkeleyorum","P477",38.76255565,"deep"
269,"Spiophanes berkeleyorum","P477",33.7528156,"mid"
269,"Spiophanes berkeleyorum","P477",24.19862057,"shallow"
270,"Spiophanes norrisi","P478",-23.74596506,"deep"
270,"Spiophanes norrisi","P478",12.05457548,"mid"
270,"Spiophanes norrisi","P478",-2.309204436,"shallow"
1175,"Spiophanes kimballi","P479",-2.592158894,"deep"
1175,"Spiophanes kimballi","P479",-17.44967325,"mid"
1175,"Spiophanes kimballi","P479",22.35393439,"shallow"
268,"Spiophanes duplex","P480",-1.569442646,"deep"
268,"Spiophanes duplex","P480",8.546235537,"mid"
268,"Spiophanes duplex","P480",6.131382726,"shallow"
1139,"Spiophanes wigleyi","P481",8.464868466,"deep"
1139,"Spiophanes wigleyi","P481",NA,"mid"
1139,"Spiophanes wigleyi","P481",NA,"shallow"
773,"Stenothoides bicoma","P482",NA,"deep"
773,"Stenothoides bicoma","P482",10.04369511,"mid"
773,"Stenothoides bicoma","P482",9.458691665,"shallow"
288,"Sternaspis affinis","P483",-1.457815246,"deep"
288,"Sternaspis affinis","P483",-17.30122829,"mid"
288,"Sternaspis affinis","P483",34.24621797,"shallow"
267,"Sthenelais tertiaglabra","P484",3.813058287,"deep"
267,"Sthenelais tertiaglabra","P484",3.4331896,"mid"
267,"Sthenelais tertiaglabra","P484",12.7919895,"shallow"
1264,"Sthenelais fusca","P484",3.813058287,"deep"
1264,"Sthenelais fusca","P484",3.4331896,"mid"
1264,"Sthenelais fusca","P484",12.7919895,"shallow"
2845,"Sthenelais berkeleyi","P484",3.813058287,"deep"
2845,"Sthenelais berkeleyi","P484",3.4331896,"mid"
2845,"Sthenelais berkeleyi","P484",12.7919895,"shallow"
123,"Sthenelais verruculosa","P485",NA,"deep"
123,"Sthenelais verruculosa","P485",4.954278227,"mid"
123,"Sthenelais verruculosa","P485",-7.501843295,"shallow"
266,"Sthenelanella uniformis","P486",-3.411284256,"deep"
266,"Sthenelanella uniformis","P486",-6.64920116,"mid"
266,"Sthenelanella uniformis","P486",9.819267244,"shallow"
65,"Streblosoma sp","P487",17.44703765,"deep"
65,"Streblosoma sp","P487",25.37803739,"mid"
65,"Streblosoma sp","P487",40.35243674,"shallow"
176,"Streblosoma crassibranchia","P487",17.44703765,"deep"
176,"Streblosoma crassibranchia","P487",25.37803739,"mid"
176,"Streblosoma crassibranchia","P487",40.35243674,"shallow"
1041,"Streblosoma sp B","P487",17.44703765,"deep"
1041,"Streblosoma sp B","P487",25.37803739,"mid"
1041,"Streblosoma sp B","P487",40.35243674,"shallow"
2267,"Streblosoma sp C","P487",17.44703765,"deep"
2267,"Streblosoma sp C","P487",25.37803739,"mid"
2267,"Streblosoma sp C","P487",40.35243674,"shallow"
2429,"Streblosoma pacifica","P487",17.44703765,"deep"
2429,"Streblosoma pacifica","P487",25.37803739,"mid"
2429,"Streblosoma pacifica","P487",40.35243674,"shallow"
2647,"Streblosoma sp SF1","P487",17.44703765,"deep"
2647,"Streblosoma sp SF1","P487",25.37803739,"mid"
2647,"Streblosoma sp SF1","P487",40.35243674,"shallow"
371,"Stylatula elongata","P488",NA,"deep"
371,"Stylatula elongata","P488",34.01671295,"mid"
371,"Stylatula elongata","P488",28.67862145,"shallow"
1066,"Subadyte mexicana","P489",-1.390906161,"deep"
1066,"Subadyte mexicana","P489",-13.3974077,"mid"
1066,"Subadyte mexicana","P489",NA,"shallow"
694,"Sulcoretusa xystrum","P490",NA,"deep"
694,"Sulcoretusa xystrum","P490",27.83430643,"mid"
694,"Sulcoretusa xystrum","P490",25.43837564,"shallow"
158,"Typosyllis heterochaeta","P491",15.1326719,"deep"
158,"Typosyllis heterochaeta","P491",5.754400993,"mid"
158,"Typosyllis heterochaeta","P491",5.102963912,"shallow"
1108,"Typosyllis hyperioni","P492",NA,"deep"
1108,"Typosyllis hyperioni","P492",9.168133916,"mid"
1108,"Typosyllis hyperioni","P492",19.94802973,"shallow"
1016,"Typosyllis farallonensis","P493",NA,"deep"
1016,"Typosyllis farallonensis","P493",NA,"mid"
1016,"Typosyllis farallonensis","P493",0.036546085,"shallow"
1551,"Typosyllis sp SD3","P494",102.7251105,"deep"
1551,"Typosyllis sp SD3","P494",14.31270506,"mid"
1551,"Typosyllis sp SD3","P494",7.357108829,"shallow"
1632,"Typosyllis sp SD2","P494",102.7251105,"deep"
1632,"Typosyllis sp SD2","P494",14.31270506,"mid"
1632,"Typosyllis sp SD2","P494",7.357108829,"shallow"
1635,"Typosyllis sp SD1","P494",102.7251105,"deep"
1635,"Typosyllis sp SD1","P494",14.31270506,"mid"
1635,"Typosyllis sp SD1","P494",7.357108829,"shallow"
2426,"Typosyllis sp SD4","P494",102.7251105,"deep"
2426,"Typosyllis sp SD4","P494",14.31270506,"mid"
2426,"Typosyllis sp SD4","P494",7.357108829,"shallow"
2427,"Typosyllis sp SD5","P494",102.7251105,"deep"
2427,"Typosyllis sp SD5","P494",14.31270506,"mid"
2427,"Typosyllis sp SD5","P494",7.357108829,"shallow"
2543,"Typosyllis sp SD6","P494",102.7251105,"deep"
2543,"Typosyllis sp SD6","P494",14.31270506,"mid"
2543,"Typosyllis sp SD6","P494",7.357108829,"shallow"
789,"Leptosynapta sp","P495",-20.57737782,"deep"
789,"Leptosynapta sp","P495",-11.24156642,"mid"
789,"Leptosynapta sp","P495",4.29168575,"shallow"
1129,"Chiridota sp","P495",-20.57737782,"deep"
1129,"Chiridota sp","P495",-11.24156642,"mid"
1129,"Chiridota sp","P495",4.29168575,"shallow"
2658,"Apodida","P495",-20.57737782,"deep"
2658,"Apodida","P495",-11.24156642,"mid"
2658,"Apodida","P495",4.29168575,"shallow"
435,"Americhelidium rectipalmum","P496",11.7438276,"deep"
435,"Americhelidium rectipalmum","P496",29.83102205,"mid"
435,"Americhelidium rectipalmum","P496",-6.84977155,"shallow"
445,"Americhelidium sp","P496",11.7438276,"deep"
445,"Americhelidium sp","P496",29.83102205,"mid"
445,"Americhelidium sp","P496",-6.84977155,"shallow"
468,"Americhelidium shoemakeri Cmplx","P496",11.7438276,"deep"
468,"Americhelidium shoemakeri Cmplx","P496",29.83102205,"mid"
468,"Americhelidium shoemakeri Cmplx","P496",-6.84977155,"shallow"
2316,"Americhelidium sp SD1","P496",11.7438276,"deep"
2316,"Americhelidium sp SD1","P496",29.83102205,"mid"
2316,"Americhelidium sp SD1","P496",-6.84977155,"shallow"
2317,"Americhelidium shoemakeri","P496",11.7438276,"deep"
2317,"Americhelidium shoemakeri","P496",29.83102205,"mid"
2317,"Americhelidium shoemakeri","P496",-6.84977155,"shallow"
2548,"Americhelidium sp SD4","P496",11.7438276,"deep"
2548,"Americhelidium sp SD4","P496",29.83102205,"mid"
2548,"Americhelidium sp SD4","P496",-6.84977155,"shallow"
504,"Synidotea magnifica","P497",NA,"deep"
504,"Synidotea magnifica","P497",13.62057047,"mid"
504,"Synidotea magnifica","P497",5.955769739,"shallow"
1492,"Synidotea media","P497",NA,"deep"
1492,"Synidotea media","P497",13.62057047,"mid"
1492,"Synidotea media","P497",5.955769739,"shallow"
1625,"Synidotea sp","P497",NA,"deep"
1625,"Synidotea sp","P497",13.62057047,"mid"
1625,"Synidotea sp","P497",5.955769739,"shallow"
1977,"Synidotea harfordi","P497",NA,"deep"
1977,"Synidotea harfordi","P497",13.62057047,"mid"
1977,"Synidotea harfordi","P497",5.955769739,"shallow"
2478,"Syrrhoe sp A","P498",6.095401984,"deep"
2478,"Syrrhoe sp A","P498",NA,"mid"
2478,"Syrrhoe sp A","P498",NA,"shallow"
623,"Tellina carpenteri","P499",49.09942687,"deep"
623,"Tellina carpenteri","P499",51.34421622,"mid"
623,"Tellina carpenteri","P499",36.78471314,"shallow"
1338,"Tellina sp B","P499",49.09942687,"deep"
1338,"Tellina sp B","P499",51.34421622,"mid"
1338,"Tellina sp B","P499",36.78471314,"shallow"
624,"Tellina idae","P500",NA,"deep"
624,"Tellina idae","P500",35.48735413,"mid"
624,"Tellina idae","P500",16.60204508,"shallow"
886,"Tellina modesta","P501",4.193136047,"deep"
886,"Tellina modesta","P501",39.48510559,"mid"
886,"Tellina modesta","P501",-2.983122931,"shallow"
301,"Tenonia priops","P502",NA,"deep"
301,"Tenonia priops","P502",44.79353511,"mid"
301,"Tenonia priops","P502",14.59568312,"shallow"
277,"Terebellides californica","P503",0.329964261,"deep"
277,"Terebellides californica","P503",-6.834567137,"mid"
277,"Terebellides californica","P503",24.92657518,"shallow"
582,"Terebellides sp Type D","P503",0.329964261,"deep"
582,"Terebellides sp Type D","P503",-6.834567137,"mid"
582,"Terebellides sp Type D","P503",24.92657518,"shallow"
1119,"Terebellides sp","P503",0.329964261,"deep"
1119,"Terebellides sp","P503",-6.834567137,"mid"
1119,"Terebellides sp","P503",24.92657518,"shallow"
1213,"Terebellides reishi","P503",0.329964261,"deep"
1213,"Terebellides reishi","P503",-6.834567137,"mid"
1213,"Terebellides reishi","P503",24.92657518,"shallow"
1376,"Terebellides sp Type C","P503",0.329964261,"deep"
1376,"Terebellides sp Type C","P503",-6.834567137,"mid"
1376,"Terebellides sp Type C","P503",24.92657518,"shallow"
2746,"Terebellides sp SD1","P503",0.329964261,"deep"
2746,"Terebellides sp SD1","P503",-6.834567137,"mid"
2746,"Terebellides sp SD1","P503",24.92657518,"shallow"
2347,"Thelepus setosus","P504",NA,"deep"
2347,"Thelepus setosus","P504",12.84146844,"mid"
2347,"Thelepus setosus","P504",NA,"shallow"
893,"Thesea sp B","P505",NA,"deep"
893,"Thesea sp B","P505",-3.635579365,"mid"
893,"Thesea sp B","P505",NA,"shallow"
620,"Thyasira flexuosa","P506",42.65485659,"deep"
620,"Thyasira flexuosa","P506",45.54123266,"mid"
620,"Thyasira flexuosa","P506",39.96849165,"shallow"
534,"Tiron biocellata","P507",NA,"deep"
534,"Tiron biocellata","P507",14.58120772,"mid"
534,"Tiron biocellata","P507",7.912381185,"shallow"
724,"Trachycardium quadragenarium","P508",NA,"deep"
724,"Trachycardium quadragenarium","P508",10.96052177,"mid"
724,"Trachycardium quadragenarium","P508",18.73795606,"shallow"
187,"Travisia brevis","P510",-11.48983644,"deep"
187,"Travisia brevis","P510",-37.02607435,"mid"
187,"Travisia brevis","P510",NA,"shallow"
1130,"Tritella pilimana","P511",NA,"deep"
1130,"Tritella pilimana","P511",-14.47132975,"mid"
1130,"Tritella pilimana","P511",NA,"shallow"
619,"Turbonilla sp","P512",13.63558838,"deep"
619,"Turbonilla sp","P512",45.78198314,"mid"
619,"Turbonilla sp","P512",46.14974711,"shallow"
671,"Turbonilla sp SD1","P512",13.63558838,"deep"
671,"Turbonilla sp SD1","P512",45.78198314,"mid"
671,"Turbonilla sp SD1","P512",46.14974711,"shallow"
882,"Turbonilla sp SD2","P512",13.63558838,"deep"
882,"Turbonilla sp SD2","P512",45.78198314,"mid"
882,"Turbonilla sp SD2","P512",46.14974711,"shallow"
952,"Turbonilla sp A","P512",13.63558838,"deep"
952,"Turbonilla sp A","P512",45.78198314,"mid"
952,"Turbonilla sp A","P512",46.14974711,"shallow"
1420,"Turbonilla sp SD5","P512",13.63558838,"deep"
1420,"Turbonilla sp SD5","P512",45.78198314,"mid"
1420,"Turbonilla sp SD5","P512",46.14974711,"shallow"
1522,"Turbonilla sp SD6","P512",13.63558838,"deep"
1522,"Turbonilla sp SD6","P512",45.78198314,"mid"
1522,"Turbonilla sp SD6","P512",46.14974711,"shallow"
1708,"Turbonilla sp SD7","P512",13.63558838,"deep"
1708,"Turbonilla sp SD7","P512",45.78198314,"mid"
1708,"Turbonilla sp SD7","P512",46.14974711,"shallow"
2081,"Turbonilla sp SD9","P512",13.63558838,"deep"
2081,"Turbonilla sp SD9","P512",45.78198314,"mid"
2081,"Turbonilla sp SD9","P512",46.14974711,"shallow"
2124,"Turbonilla sp SD8","P512",13.63558838,"deep"
2124,"Turbonilla sp SD8","P512",45.78198314,"mid"
2124,"Turbonilla sp SD8","P512",46.14974711,"shallow"
957,"Upogebia lepta","P513",NA,"deep"
957,"Upogebia lepta","P513",1.002959312,"mid"
957,"Upogebia lepta","P513",NA,"shallow"
1266,"Urothoe elegans Cmplx","P514",-41.88029788,"deep"
1266,"Urothoe elegans Cmplx","P514",-41.71155813,"mid"
1266,"Urothoe elegans Cmplx","P514",NA,"shallow"
1112,"Vargula tsujii","P515",NA,"deep"
1112,"Vargula tsujii","P515",0.035164936,"mid"
1112,"Vargula tsujii","P515",NA,"shallow"
675,"Vitrinella sp","P516",NA,"deep"
675,"Vitrinella sp","P516",61.32097341,"mid"
675,"Vitrinella sp","P516",NA,"shallow"
757,"Volvulella californica","P517",-0.632519989,"deep"
757,"Volvulella californica","P517",-11.55379215,"mid"
757,"Volvulella californica","P517",NA,"shallow"
685,"Volvulella cylindrica","P518",NA,"deep"
685,"Volvulella cylindrica","P518",12.91224218,"mid"
685,"Volvulella cylindrica","P518",-2.705683726,"shallow"
618,"Volvulella panamica","P519",22.6181136,"deep"
618,"Volvulella panamica","P519",31.79985662,"mid"
618,"Volvulella panamica","P519",51.06572368,"shallow"
423,"Westwoodilla tone","P520",2.473817932,"deep"
423,"Westwoodilla tone","P520",17.58196328,"mid"
423,"Westwoodilla tone","P520",40.41873125,"shallow"
